date,trump_polling_average,harris_polling_average,lead,candidate_lead
2024-07-24,44.0377,44.87105,0.83,harris
2024-07-25,44.2427,44.632850000000005,0.39,harris
2024-07-26,43.92505,44.150549999999996,0.23,harris
2024-07-27,43.91775,44.216750000000005,0.3,harris
2024-07-28,44.078050000000005,44.2969,0.22,harris
2024-07-29,43.97495,44.4071,0.43,harris
2024-07-30,43.6301,44.54535,0.92,harris
2024-07-31,43.5051,44.7176,1.21,harris
2024-08-01,43.65805,44.8696,1.21,harris
2024-08-02,43.5577,45.03665,1.48,harris
2024-08-03,43.573800000000006,45.08025,1.51,harris
2024-08-04,43.67085,45.2924,1.62,harris
2024-08-05,43.526700000000005,45.472,1.95,harris
2024-08-06,43.35865,45.0984,1.74,harris
2024-08-07,43.4084,45.2648,1.86,harris
2024-08-08,43.3146,45.449799999999996,2.14,harris
2024-08-09,43.43625,45.46235,2.03,harris
2024-08-10,43.445899999999995,45.73955,2.29,harris
2024-08-11,43.4492,45.7217,2.27,harris
2024-08-12,43.29315,46.0636,2.77,harris
2024-08-13,43.386,46.09995,2.71,harris
2024-08-14,43.5617,46.161100000000005,2.6,harris
2024-08-15,43.45145,46.3387,2.89,harris
2024-08-16,43.6663,46.2652,2.6,harris
2024-08-17,43.69225,46.24205,2.55,harris
2024-08-18,43.803,46.441950000000006,2.64,harris
2024-08-19,43.82195,46.6964,2.87,harris
2024-08-20,43.83505,46.63975000000001,2.8,harris
2024-08-21,43.722049999999996,46.97835,3.26,harris
2024-08-22,43.5586,47.1866,3.63,harris
2024-08-23,43.5972,47.251549999999995,3.65,harris
2024-08-24,43.7503,47.18285,3.43,harris
2024-08-25,43.71785,47.06915,3.35,harris
2024-08-26,43.8087,47.1961,3.39,harris
2024-08-27,43.81825,47.16775,3.35,harris
2024-08-28,43.848299999999995,47.329,3.48,harris
2024-08-29,44.31815,47.671949999999995,3.35,harris
2024-08-30,44.564499999999995,47.73955,3.18,harris
2024-08-31,44.64795,47.824250000000006,3.18,harris
2024-09-01,44.7383,47.8288,3.09,harris
2024-09-02,44.70575,47.76475,3.06,harris
2024-09-03,44.7055,47.750699999999995,3.05,harris
2024-09-04,44.76575,47.772999999999996,3.01,harris
2024-09-05,44.96125,47.9941,3.03,harris
2024-09-06,45.18415,48.1767,2.99,harris
2024-09-07,45.1699,48.16075,2.99,harris
2024-09-08,45.5127,48.092349999999996,2.58,harris
2024-09-09,45.6587,48.24295,2.58,harris
2024-09-10,45.7701,48.23005,2.46,harris
2024-09-11,45.7001,48.06955,2.37,harris
2024-09-12,45.60935,48.22295,2.61,harris
2024-09-13,45.3775,48.175200000000004,2.8,harris
2024-09-14,45.398399999999995,48.0149,2.62,harris
2024-09-15,45.432950000000005,48.067949999999996,2.63,harris
2024-09-16,45.343,48.09075,2.75,harris
2024-09-17,45.3244,48.26065,2.94,harris
2024-09-18,45.215,48.529300000000006,3.31,harris
2024-09-19,45.533699999999996,48.38535,2.85,harris
2024-09-20,45.55855,48.3639,2.81,harris
2024-09-21,45.58,48.3485,2.77,harris
2024-09-22,45.549,48.44885,2.9,harris
2024-09-23,45.612449999999995,48.3224,2.71,harris
2024-09-24,45.81285,48.26175,2.45,harris
2024-09-25,45.82955,48.385149999999996,2.56,harris
2024-09-26,45.7225,48.646699999999996,2.92,harris
2024-09-27,45.73125,48.57315,2.84,harris
2024-09-28,45.7044,48.5454,2.84,harris
2024-09-29,45.70655,48.5152,2.81,harris
2024-09-30,45.7158,48.466,2.75,harris
2024-10-01,45.914649999999995,48.55475,2.64,harris
2024-10-02,45.77035,48.568650000000005,2.8,harris
2024-10-03,45.8356,48.5029,2.67,harris
2024-10-04,45.91605,48.43655,2.52,harris
2024-10-05,45.92335,48.444100000000006,2.52,harris
2024-10-06,45.8808,48.457049999999995,2.58,harris
2024-10-07,45.8846,48.4815,2.6,harris
2024-10-08,45.93825,48.5456,2.61,harris
2024-10-09,45.909800000000004,48.42845,2.52,harris
2024-10-10,46.004400000000004,48.4497,2.45,harris
2024-10-11,45.9892,48.47175,2.48,harris
2024-10-12,45.98535,48.47885,2.49,harris
2024-10-13,46.10915,48.5453,2.44,harris
2024-10-14,46.103750000000005,48.538,2.43,harris
2024-10-15,46.068,48.46265,2.39,harris
2024-10-16,46.1422,48.5262,2.38,harris
